epoch,train_loss,test_acc@1,best_acc@1
0,3.1462287276725314,36.615734247351796,53.864078521728516
1,2.3415273875841107,49.115129829311925,57.3980598449707
2,2.1256593108482686,53.07286881568163,61.63106918334961
3,1.973634895714182,55.838692517859535,63.61165237426758
4,1.8856226090253723,57.557661620671716,65.24272155761719
5,1.84009569009783,58.37241912719319,65.24272155761719
6,1.762692361901481,59.72994535992244,66.64077758789062
7,1.705371573425447,60.94845510187385,67.1844711303711
8,1.6785467238071365,61.51177408921062,67.1844711303711
9,1.6274034507523294,62.52236352022886,67.72815704345703
10,1.5919207042562022,62.99622842093212,68.42718505859375
11,1.5802469790878173,63.25612881333378,68.42718505859375
12,1.5438652653498401,64.04429186135782,69.32038879394531
13,1.5049456687149034,64.74541849859689,69.32038879394531
14,1.4914336875480954,65.06455200370175,69.39805603027344
15,1.473951733410344,65.4670954008385,69.39805603027344
16,1.4507651925288723,65.8696387974219,69.39805603027344
17,1.4359192386608937,66.2600938055399,70.40776824951172
18,1.4033217667368958,66.76780619745092,70.40776824951172
19,1.4064464474789589,66.92011991535624,70.99029541015625
20,1.375161192846116,67.33354286395641,70.99029541015625
21,1.3879746119137122,67.26101252099001,70.99029541015625
22,1.3394590040095038,68.12049707387173,71.45631408691406
23,1.3325261772557964,68.2135776781516,71.45631408691406
24,1.3332341451443381,68.27281079067032,71.45631408691406
25,1.3256603056581768,68.49161065620262,71.45631408691406
26,1.3046078808585135,68.81074416020076,71.45631408691406
27,1.2880400648246644,69.13592185990721,71.45631408691406
28,1.3077049185105574,69.14438373349309,71.45631408691406
29,1.2813914508631898,69.4345051009318,73.12621307373047
30,1.2590628032913511,69.79473912958585,73.12621307373047
31,1.2569024496605108,69.77177118910367,73.12621307373047
32,1.2746592556321812,69.4901116961731,73.12621307373047
33,1.2448516892231696,70.19607368935169,73.12621307373047
34,1.2538770288639687,70.06068371714248,73.12621307373047
35,1.2275718080557083,70.40036748411416,73.12621307373047
36,1.2253615304998455,70.54421933101597,73.12621307373047
37,1.2200221551536194,70.63488225870947,73.12621307373047
38,1.220444569262146,70.7871959766148,73.12621307373047
39,1.1809017618921842,71.42062762774925,73.12621307373047
40,1.2156023830499636,70.85126444525751,73.28155517578125
41,1.1911112891423576,71.4339248574591,73.28155517578125
42,1.1911369973943045,71.39524200772946,73.28155517578125
43,1.17410004182178,71.57415018320994,73.28155517578125
44,1.1792892207664054,71.641845171528,73.28155517578125
45,1.1667673870071638,71.72162854757364,73.28155517578125
46,1.1670253976713347,71.95735215640416,73.28155517578125
47,1.1532810801008524,72.07219186508645,73.28155517578125
48,1.1547281825330904,71.95735215787978,73.28155517578125
49,1.1522682872687091,72.25593539890437,73.28155517578125
50,1.1359005699961935,72.30066244305117,73.28155517578125
51,1.1476231332466464,72.13988685211334,73.28155517578125
52,1.1602544488035775,72.24263816771888,73.28155517578125
53,1.1272048556500884,72.72738262025446,73.28155517578125
54,1.1443331897111773,72.45539383901848,73.28155517578125
55,1.1336676551994678,72.65364343788815,73.28155517578125
56,1.1153424576693673,72.94013828860278,73.28155517578125
57,1.1232374501605311,72.70925003626517,73.28155517578125
58,1.1202114504890743,72.96310623166733,73.28155517578125
59,1.1311706190303852,72.67056718616662,73.28155517578125
60,1.125315700919351,73.09366084812146,73.28155517578125
61,1.1066040039857958,73.18553261447705,73.28155517578125
62,1.1079309678424702,73.3318021368585,73.28155517578125
63,1.1080400567815392,73.26289830987835,73.28155517578125
64,1.0913042820236056,73.5917025270467,73.28155517578125
65,1.0878578888817179,73.58807601142937,73.43689727783203
66,1.1033366847491335,73.24597456565787,73.43689727783203
67,1.0931181467961115,73.64610028381038,73.43689727783203
68,1.0797156910878778,73.71137759111518,73.43689727783203
69,1.0804993717555502,73.85522943764808,73.51456451416016
70,1.0855030389284235,73.9374304913868,73.51456451416016
71,1.0730159227895666,74.06919394355178,73.78640747070312
72,1.079380232374417,73.8902857680713,74.25242614746094
73,1.0874038234444572,73.77181954155819,74.25242614746094
74,1.0720968184033743,74.02446690088061,74.25242614746094
75,1.0736691509148097,74.12600937763962,74.25242614746094
76,1.0628480702446967,74.37503021839342,74.25242614746094
77,1.0664788039923463,74.28799380889961,74.25242614746094
78,1.0617131551185548,74.37140370166934,74.25242614746094
79,1.0621737794012391,74.367777186052,74.25242614746094
80,1.0582769751047283,74.39920700122676,74.25242614746094
81,1.0755832121846154,74.18040713624782,74.25242614746094
82,1.0665295897493463,74.26139935095556,74.25242614746094
83,1.0456868771813628,74.75944103098753,74.25242614746094
84,1.0561364540007687,74.4233837796332,74.25242614746094
85,1.035291788425974,74.84526860366378,74.25242614746094
86,1.0508747092183788,74.55514723622507,74.25242614746094
87,1.0370661815045956,74.8513127962364,74.25242614746094
88,1.0358964786942948,74.87548957759411,74.25242614746094
89,1.0496720039523448,74.6820753348484,74.25242614746094
90,1.0434603398164752,74.83922440887771,74.25242614746094
91,1.0297937304765745,75.17165514092561,74.25242614746094
92,1.0414538248371186,74.9190077819721,74.25242614746094
93,1.0429999239238028,74.67723997614208,74.25242614746094
94,1.0357034655680457,75.03263865236123,74.25242614746094
95,1.0254494000504921,75.2236352199962,74.25242614746094
96,1.035049640061944,74.88516029076433,74.25242614746094
97,1.0322996014916028,74.98670277029015,74.25242614746094
98,1.0206310999277604,75.4448527622993,74.25242614746094
99,1.0300448013051764,75.16681978332599,74.25242614746094
100,1.0154868730072195,75.50529471421794,74.25242614746094
101,1.0276287804892201,75.30341859604184,74.25242614746094
102,1.0010144666675258,75.55243943716455,74.25242614746094
103,1.0183212255251073,75.45814999274697,74.25242614746094
104,1.018785915795081,75.30100091761093,74.25242614746094
105,1.0189463153555698,75.46056767080896,74.25242614746094
106,1.021532160399079,75.38561964793602,74.40776824951172
107,1.0155889267017852,75.70354431566997,74.40776824951172
108,1.0096212348879885,75.58870460735658,74.40776824951172
109,1.0111407986531595,75.61892558350034,74.40776824951172
110,1.0143304607703454,75.53188917326872,74.40776824951172
111,1.0060463240619186,75.60683719208367,74.40776824951172
112,1.0085155916285464,75.82321937900062,74.40776824951172
113,1.0014911759932055,75.91025578886332,74.40776824951172
114,1.0131839951338628,75.71321502570447,74.40776824951172
115,1.0017231768055237,75.81354866527703,74.40776824951172
116,1.0083894038545078,75.8256370563248,74.40776824951172
117,0.9976231577023911,75.77486581886755,74.40776824951172
118,1.0038940074232732,75.97311541810613,74.40776824951172
119,1.0275329315514243,75.66002611092307,74.40776824951172
120,0.7616990785160446,81.05507470403866,76.77670288085938
121,0.7179567547394617,82.3775446043157,77.35922241210938
122,0.7137819855207747,82.63865383574836,77.35922241210938
123,0.7016477818519279,82.79701174991538,77.39806365966797
124,0.7012758667202373,82.77887916223702,77.39806365966797
125,0.6926353398654108,83.12581596413247,77.39806365966797
