epoch,train_loss,test_acc@1
1,7.188054998592696,10.259046052631579
2,6.635796304826766,13.775880417956657
3,6.013688555442881,28.60390866873065
4,5.544780951166301,43.82981811145511
5,5.206016313180835,54.95356037151703
6,4.970697590441158,62.126306114551085
7,4.789818496526949,67.42332623839009
8,4.632948987624225,72.05519543343654
9,4.525037544061525,74.77384868421052
10,4.430460584422014,77.19499806501548
11,4.325270416566831,79.35492453560371
12,4.25444565985594,80.92951818885449
13,4.181051824853147,82.54402089783282
14,4.117272077330126,83.52723490712074
15,4.064631146174097,84.09805534055728
16,4.012853328657593,84.94461106811146
17,3.9647418005916726,85.4344040247678
18,3.9167944240865324,86.04150541795666
19,3.8749301544283936,86.40431501547988
20,3.8337765766002074,86.937645123839
21,3.8080519375048185,87.23877708978328
22,3.774326895781715,87.40687886996903
23,3.7355469181072603,87.83862229102168
24,3.705114622234191,87.98253676470588
25,3.6704784628038434,88.37920859133126
26,3.647397157208469,88.45660797213623
27,3.619047239468932,88.63922213622291
28,3.59600661192147,88.78071787925697
29,3.58258972522275,88.75169311145511
30,3.554112843315668,89.07459365325077
31,3.5398231881321767,89.19915828173374
32,3.518328011220454,89.25478908668731
33,3.4952455880841233,89.50391834365325
34,3.477786604464977,89.46400928792569
35,3.4613412526369833,89.48577786377709
36,3.4494996129912856,89.66597329721363
37,3.4262177848225406,89.65871710526316
38,3.4116180253102684,89.90179953560371
39,3.4017785665789626,89.87035603715171
40,3.3872712219462677,90.04329527863777
41,3.368342631372505,90.02757352941177
42,3.351001090678637,90.13641640866874
43,3.342299360977976,90.06506385448917
44,3.341871470489738,90.05538893188854
45,3.3159508941343323,90.26944659442725
46,3.309701535723896,90.10376354489163
47,3.29846443997079,90.11706656346749
48,3.289759268332561,90.21502515479877
49,3.28636442027963,90.0251547987616
50,3.2751597752881123,90.16785990712074
51,3.261510118980526,90.24646865325077
52,3.257906748414409,90.18962848297214
53,3.2420444281846748,90.1001354489164
54,3.2282255219970324,90.4435952012384
55,3.2268014684919235,90.3250773993808
56,3.2228659217940763,90.23558436532508
57,3.2097629873376143,90.32870549535603
58,3.20379768879421,90.32023993808049
59,3.1935628176473614,90.56453173374614
60,3.194009209564965,90.33596168730651
61,3.176958254616327,90.61048761609906
62,3.165561498134129,90.58992840557275
63,3.1665190919633988,90.56211300309597
64,3.147349890540628,90.88380417956657
65,3.141266246329151,90.50527283281734
66,3.1335338283987606,90.74835526315789
67,3.1200830899524985,90.78100812693498
68,3.1181075477009585,90.61774380804954
69,3.1035256090548016,90.78584558823529
70,3.1041924451526843,90.71933049535603
71,3.0839470960776505,90.98297213622291
72,3.08046302928275,90.82938273993808
73,3.075568430933052,90.85477941176471
74,3.068809720384816,90.85840750773994
75,3.0663813658912114,90.93701625386997
76,3.0665026390146544,90.8499419504644
77,3.0608973909088704,90.80519543343654
78,3.0606558035032667,90.80761416408669
79,3.0502293707785593,90.96362229102168
80,3.041230891142098,90.95031927244582
81,3.039736753646803,90.77979876160991
82,3.03679073262879,90.77254256965944
83,3.0379699472303363,90.90073529411765
84,3.025822809975214,90.95394736842105
85,3.020275999518002,90.9092008513932
86,3.0174628632725575,90.93459752321981
87,3.0170851440252533,90.86324496904025
88,3.0148468002815365,90.81366099071208
89,3.003206971998185,90.9406443498452
90,3.004300736052333,90.88864164086688
91,3.0018612703671765,90.95152863777089
92,2.9894487068010926,90.97450657894737
93,2.9914605263216947,90.82938273993808
94,2.9818085531701244,91.0688370743034
95,2.9830422106173016,91.11721168730651
96,2.9802000507850765,90.999903250774
97,2.9786757684713545,90.95878482972137
98,2.9832384379655585,90.75561145510837
99,2.965716283018744,90.93943498452012
100,2.967634449802316,90.74230843653251
101,2.9705849564850513,90.79793924148606
102,2.963413901373329,90.8656636996904
103,2.956405098593272,91.015625
104,2.96180574148432,90.7374709752322
105,2.9603053608176877,90.87896671826626
106,2.9655465348955277,90.68667763157895
107,2.954393234784389,90.89347910216718
108,2.9446579657102885,91.11116486068111
109,2.947759609842448,90.98297213622291
110,2.9500208904868677,90.78584558823529
111,2.9519200575979134,90.71086493808049
112,2.94939222424392,90.77738003095975
113,2.94397319728745,90.7906830495356
114,2.9483039327450213,90.55969427244582
115,2.9460418947709974,90.78584558823529
116,2.934762302197908,90.81124226006192
117,2.9351173288681927,90.81728908668731
118,2.9395708004387537,90.63588428792569
119,2.928268542599752,91.10753676470588
120,2.7752510025036226,91.45583397832817
121,2.7387648485024276,91.22363583591331
122,2.7232079306623147,91.19823916408669
123,2.705019666683563,91.21154218266254
124,2.6982533282170724,91.20791408668731
125,2.6952119449343845,91.05795278637771
126,2.691847370135895,90.92250386996903
127,2.682443111673597,90.86203560371517
128,2.679789852431684,90.89589783281734
129,2.680408651245637,90.73988970588235
130,2.6716910884845366,90.843895123839
131,2.6683842449365387,90.83059210526316
132,2.664528207513201,90.7749613003096
133,2.6564883233592975,90.92613196594428
134,2.6554609666298785,90.99143769349845
135,2.6579081229750217,90.6310468266254
136,2.6524050560529018,90.79552051083591
137,2.6525047083757243,90.69756191950465
138,2.649801153885691,90.70360874613003
139,2.6438541190912113,90.90194465944272
140,2.641595723828295,90.95152863777089
141,2.6373872321456577,90.87291989164086
142,2.637594079085548,90.67579334365325
143,2.6355723906596746,90.69272445820434
144,2.633179920745708,90.77738003095975
145,2.63143092264701,90.79793924148606
146,2.6370085747249354,90.6310468266254
147,2.630360668288665,90.89589783281734
148,2.629739257204274,90.62983746130031
149,2.6242938654341565,90.94306308049535
150,2.6221821596009813,90.89952592879257
151,2.6187648632947136,90.84147639318886
152,2.6187931694113433,90.74593653250774
153,2.617064976470758,90.86082623839009
154,2.61587334122082,90.84268575851394
155,2.613028552140983,90.81124226006192
156,2.6121196916597915,90.94306308049535
157,2.6118791361711344,90.73384287925697
158,2.6136271687853077,90.53066950464397
159,2.6109721682758154,90.79189241486068
160,2.5930470992168035,90.59839396284829
161,2.589126699111041,90.26460913312694
162,2.5894722990207257,89.86309984520123
163,2.5862490547699823,89.61034249226006
164,2.5872923567568185,89.31162925696594
165,2.586313247680664,89.05040634674923
166,2.590124677947431,88.81941756965944
167,2.5880824382829224,88.84723297213623
168,2.58878941580238,88.77708978328174
169,2.586224417937429,88.79281153250774
170,2.5839723684470353,88.81216137770897
171,2.586231782340413,88.875048374613
172,2.5825969560227526,88.87988583591331
173,2.5838211128955284,88.91011996904025
174,2.5790092317681563,88.88230456656346
175,2.582626742106104,88.66220007739938
176,2.5854914306487093,88.59447561919505
177,2.5790709253435162,88.74443691950465
178,2.5818888159359203,88.50377321981424
179,2.5808393084227856,88.50498258513932
180,2.580565988463883,88.61987229102168
181,2.5799870439358172,88.23892221362229
182,2.582745680499003,88.46991099071208
183,2.5849467571305786,88.43000193498452
184,2.58100130831125,88.61624419504643
185,2.574789422953461,88.71783088235294
186,2.5798821419754265,88.45539860681114
187,2.5754550728635524,88.43846749226006
188,2.57441720061996,88.43000193498452
189,2.5779805176029265,88.44451431888545
190,2.5840022106288756,88.31511222910217
191,2.579361116184908,88.3030185758514
192,2.5796954521084716,88.36227747678019
193,2.5756342514380584,88.452979876161
194,2.576158937654997,88.29455301857585
195,2.5806576356799242,88.23892221362229
196,2.572349380044376,88.53642608359134
197,2.574270725988382,88.4312113003096
198,2.5755505200140987,88.3562306501548
199,2.5697460447671614,88.5279605263158
200,2.5718353990430805,88.39976780185758
