epoch,train_loss,test_acc@1
1,5.98825227652587,21.119146671826627
2,5.862418725394612,18.353328173374614
3,5.14939135885091,24.13530379256966
4,4.519661681939943,31.054082817337463
5,3.880090265451201,37.63061145510836
6,3.149395510877249,48.73379450464396
7,2.5140305111651817,60.71618614551084
8,2.065228680339022,69.43329140866874
9,1.785275477743001,74.77022058823529
10,1.579051604211884,78.46120356037152
11,1.4151731640930885,81.78091137770897
12,1.2893094363227349,83.93358165634675
13,1.1774814462883185,86.03908668730651
14,1.0989899271781969,87.28957043343654
15,1.025290079345644,88.57875386996903
16,0.9675551176809305,89.47731230650155
17,0.9228419246319278,90.01668924148606
18,0.8784048103326615,90.76044891640866
19,0.8419043143098199,91.3627128482972
20,0.8076509298185816,91.79929373065015
21,0.7770775626687443,92.36164860681114
22,0.7495612843486916,92.76920472136223
23,0.7224359159868199,93.05340557275542
24,0.7015190200170865,93.47668343653251
25,0.6794624312005176,93.71613777089783
26,0.6565016987892127,94.01485100619195
27,0.649281152261669,94.07410990712074
28,0.6290054535349087,94.36919504643963
29,0.6032748806402779,94.7561919504644
30,0.5973769923666313,94.70177051083591
31,0.5823044140272465,94.9158281733746
32,0.5734128445479154,95.06458010835914
33,0.5616921092334547,95.26654411764706
34,0.5561443727821019,95.18067917956657
35,0.5478368164400568,95.31129063467492
36,0.5308991511908847,95.61000386996903
37,0.5266120639563345,95.63902863777089
38,0.510410937362411,95.83615518575851
39,0.5100536697051105,95.76964009287926
40,0.4985121231145534,96.09858746130031
41,0.4951952716145353,96.01393188854489
42,0.48183990705862134,96.14333397832817
43,0.48489698269418885,96.06351586687306
44,0.4732824685772875,96.24250193498452
45,0.4707191472083053,96.23524574303406
46,0.45819666188198716,96.39609133126935
47,0.46108896296828894,96.34771671826626
48,0.44925356575579095,96.62587074303406
49,0.4487424255709161,96.54484326625386
50,0.4452080026315093,96.57749613003097
51,0.43787783181335166,96.67424535603715
52,0.43715505241978647,96.68633900928792
53,0.4319711278651152,96.77220394736842
54,0.43022787137297286,96.73471362229103
55,0.4215709360391363,96.89434984520123
56,0.41882719879179914,96.92579334365325
57,0.411627927708552,96.94514318885449
58,0.412196501766565,96.95239938080495
59,0.4121966058440253,97.04793924148606
60,0.4051940624743423,96.99956462848297
61,0.4021169310752821,97.06487035603715
62,0.4042298199591622,97.02375193498452
63,0.40159912033715855,97.0249613003096
64,0.39331647366193057,97.19790054179566
65,0.38954825178019403,97.18580688854489
66,0.3863632324679348,97.1906443498452
67,0.3791464607782039,97.30795278637771
68,0.37524993676150176,97.32609326625386
69,0.3705334245420462,97.46758900928792
70,0.36383702871231105,97.55345394736842
71,0.364493026452906,97.47726393188854
72,0.3602559442859685,97.49903250773994
73,0.3555814789913756,97.59940982972137
74,0.35646091452323986,97.53773219814242
75,0.3489838944223274,97.59215363777089
76,0.3441515645652364,97.69736842105263
77,0.34381124580238626,97.70220588235294
78,0.3501035365342356,97.60908475232198
79,0.3436915408531579,97.65745936532508
80,0.34288319830001324,97.671971749226
81,0.34130215594089436,97.69253095975232
82,0.34088687178889293,97.71309017027863
83,0.33194537059441437,97.79774574303406
84,0.32911593289382685,97.87030766253869
85,0.3296380878971088,97.86788893188854
86,0.3303978711182119,97.8219330495356
87,0.331070084505406,97.81467685758514
88,0.3245756825887751,97.9029605263158
89,0.32561905682086945,97.74453366873065
90,0.3210678841030635,97.89328560371517
91,0.31993014077099485,97.86305147058823
92,0.32269349357476546,97.9501257739938
93,0.31590658823033974,97.94286958204334
94,0.3174691886263366,97.92472910216718
95,0.3152968817081983,97.99245356037152
96,0.3205228196485862,97.8811919504644
97,0.31787844938759463,97.9126354489164
98,0.31888862018799263,97.89328560371517
99,0.31586614274203595,97.92351973684211
100,0.31175315361642986,98.01301277089783
101,0.31100547170675946,98.00817530959752
102,0.3107703733647202,97.96463815789474
103,0.305928200252654,98.046875
104,0.30985086265916795,97.95375386996903
105,0.31077519543584287,97.96947561919505
106,0.3058565954674877,98.03357198142415
107,0.31008526779734313,97.92835719814242
108,0.30384837672252774,98.0904121517028
109,0.30479173629830125,97.99245356037152
110,0.2989233589670606,98.10855263157895
111,0.30158509586248605,98.031153250774
112,0.3003377183210739,98.12306501547988
113,0.3025131498235667,98.0529218266254
114,0.29501120806109427,98.07952786377709
115,0.29837742101850895,98.12790247678019
116,0.2962731322729182,98.13636803405572
117,0.29974056614257233,98.13878676470588
118,0.29606026277269004,98.15813660990712
119,0.2973585667163595,98.05896865325077
120,0.2302609078655302,98.54755224458205
121,0.2128729392592752,98.68904798761609
122,0.20414420618638165,98.80151896284829
123,0.1944408583751773,98.8970588235294
124,0.19183736476735802,98.9248742260062
125,0.191019446534269,98.87891834365325
126,0.18552240023487493,98.96720201238391
127,0.18562954977939003,98.93938660990712
128,0.17985789284063936,99.03250773993808
129,0.1796656275404496,98.99622678018576
130,0.179608145734474,98.95752708978328
131,0.17722087943978354,99.01436726006192
132,0.17450220303915603,99.01073916408669
133,0.17227965514910848,99.07846362229103
134,0.17397995159352897,98.9780863003096
135,0.17343933502033398,99.08692917956657
136,0.16888455456070856,99.09660410216718
137,0.1702753613377134,99.08692917956657
138,0.17025444103006976,99.05185758513932
139,0.16596980328345814,99.13409442724458
140,0.16931821032205233,99.09176664086688
141,0.16685439154920934,99.09781346749226
142,0.1639474775907425,99.14739744582043
143,0.1666082315400658,99.0905572755418
144,0.16516647640119766,99.07846362229103
145,0.1621304221520483,99.16432856037152
146,0.16143882205427246,99.187306501548
